generation,pathfinder_fitness,num_food
1463,752.475997,1
1464,33.419565,0
1465,15.473243,0
1466,15.529899,0
1467,1137.183355,1
1468,539.049177,0
1469,1257.294797,1
1470,40.662841,0
1471,1118.522947,1
1472,918.306698,1
1473,1120.777933,1
1474,1115.666851,1
1475,922.549438,1
1476,969.215065,1
1477,797.897195,1
1478,23.537375,0
1479,42.119361,0
1480,875.022389,1
1481,923.549330,1
1482,1116.391249,1
1483,544.283405,0
1484,63.192467,0
1485,832.481807,1
1486,1003.695645,1
1487,910.920784,1
1488,47.837405,0
1489,880.859671,1
1490,1142.349972,1
1491,1193.966259,1
1492,718.112517,1
1493,954.551088,1
1494,1203.274489,1
1495,985.174332,1
1496,913.447357,1
1497,1122.141723,1
1498,1027.768238,1
1499,1023.125123,1
1500,1058.332900,1
1501,544.132853,0
1502,662.087501,1
1503,1015.575423,1
1504,992.971482,1
1505,877.655332,1
1506,978.492707,1
1507,957.780970,1
1508,858.876404,1
1509,224.433412,0
1510,1102.918350,1
1511,1067.095422,1
1512,1186.186970,1
1513,1154.748893,1
1514,1014.131829,1
1515,1011.015593,1
1516,936.975735,1
1517,109.314864,0
1518,143.028032,0
1519,755.980934,1
1520,833.039079,1
1521,427.951063,0
1522,111.418390,0
1523,905.085987,1
1524,1130.631678,1
1525,855.484066,1
1526,997.934001,1
1527,1104.855322,1
1528,967.339605,1
1529,739.896223,1
1530,680.504873,1
1531,127.223027,0
1532,41.688612,0
1533,595.488053,0
1534,987.041415,1
1535,19.854356,0
1536,1093.527829,1
1537,592.439982,1
1538,923.894847,1
1539,463.187721,0
1540,232.102153,0
1541,44.651012,0
1542,776.517028,1
1543,1013.186686,1
1544,382.577707,0
1545,926.966069,1
1546,751.239891,1
1547,973.016202,1
1548,998.488957,1
1549,485.251307,0
1550,60.568599,0
1551,48.431225,0
1552,940.758075,1
1553,1140.604957,1
1554,15.385445,0
1555,1007.655926,1
1556,740.746940,1
1557,572.411639,0
1558,1007.551345,1
1559,873.964685,1
1560,1276.795804,1
1561,943.395791,1
1562,478.387844,0
1563,1026.725076,1
1564,1004.430966,1
1565,756.429459,1
1566,197.069363,0
1567,1267.639192,1
1568,790.178320,1
1569,879.223098,1
1570,544.270695,0
1571,680.597175,1
1572,876.741120,1
1573,1152.618364,1
1574,1111.009059,1
1575,975.944701,1
1576,800.225078,1
1577,1019.804798,1
1578,885.945784,1
1579,1019.459116,1
1580,940.192207,1
1581,874.269937,1
1582,467.455413,0
1583,878.082394,1
1584,959.061556,1
1585,244.294133,0
1586,758.839105,1
1587,1339.067420,2
1588,852.459090,1
1589,715.680072,1
1590,1002.735293,1
1591,23.105042,0
1592,500.179807,0
1593,1512.365921,1
1594,1456.442597,2
1595,1125.307483,1
1596,1078.175711,1
1597,21.928469,0
1598,1168.607365,1
1599,39.023712,0
1600,997.781895,1
1601,1052.130872,1
1602,1213.268029,1
1603,56.975689,0
1604,691.098477,1
1605,1000.106744,1
1606,930.604151,1
1607,127.078016,0
1608,913.127323,1
1609,1108.035181,1
1610,885.590361,1
1611,794.054577,1
1612,1033.162032,1
1613,112.740875,0
1614,25.616406,0
1615,246.670440,0
1616,1170.094392,1
1617,30.613858,0
1618,579.340704,0
1619,598.662463,1
1620,1016.607592,1
1621,59.744758,0
1622,963.020628,1
1623,1096.393346,1
1624,1066.708853,1
1625,810.807767,1
1626,30.022307,0
1627,427.261295,0
1628,119.733879,0
1629,1059.960289,1
1630,442.032322,0
1631,40.476957,0
1632,924.039587,1
1633,67.258697,0
1634,67.899420,0
1635,1029.532383,1
1636,1194.890608,1
1637,135.854643,0
1638,1031.251429,1
1639,850.685682,1
1640,735.426121,1
1641,943.619525,1
1642,1046.413679,1
1643,157.533144,0
1644,925.960188,1
1645,86.087553,0
1646,920.042956,1
1647,96.724844,0
1648,939.854539,1
1649,39.971635,0
1650,30.917416,0
1651,1038.673640,1
1652,943.629529,1
1653,809.722911,1
1654,577.548879,1
1655,1106.675639,1
1656,624.685837,1
1657,1025.079845,1
1658,906.006927,1
1659,930.509208,1
1660,128.189093,0
1661,42.126618,0
1662,33.315262,0
1663,1142.999328,1
1664,36.215071,0
1665,721.439723,1
1666,950.249444,1
1667,116.837068,0
1668,298.927450,0
1669,959.666218,1
1670,46.879455,0
1671,39.120372,0
1672,1074.862806,1
1673,1039.555841,1
1674,591.102439,0
1675,963.765585,1
1676,13.858809,0
1677,43.187903,0
1678,904.702483,1
1679,1216.666617,1
1680,542.910981,0
1681,1183.642105,1
1682,301.612131,1
1683,23.311859,0
1684,34.376845,0
1685,64.159054,0
1686,206.990770,0
1687,82.605567,0
1688,20.246109,0
1689,972.613039,1
1690,1004.134905,1
1691,418.110957,0
1692,115.960701,0
1693,933.969403,1
1694,1103.085925,1
1695,1135.835098,1
1696,1140.902125,1
1697,1089.122110,1
1698,833.887712,1
1699,1082.733665,1
1700,789.479189,1
1701,42.789171,0
1702,180.963238,0
1703,1200.101268,1
1704,1041.926914,1
1705,584.402373,1
1706,1179.823462,1
1707,822.127989,0
1708,842.018020,1
1709,874.587720,1
1710,957.472841,1
1711,15.433425,0
1712,1142.253721,1
1713,1079.609355,1
1714,935.365653,1
1715,829.880373,1
1716,1216.821160,1
1717,17.118937,0
1718,54.679538,0
1719,1033.581213,1
1720,728.261593,1
1721,876.015765,1
1722,896.227827,1
1723,219.477009,0
1724,39.827300,0
1725,934.692024,1
1726,427.953917,0
1727,15.999171,0
1728,926.537176,1
1729,566.428398,1
1730,920.223498,1
1731,941.195277,1
1732,24.652425,0
1733,1110.055209,1
1734,766.481566,1
1735,316.057052,0
1736,1136.111326,1
1737,882.037782,1
1738,1181.695816,1
1739,861.391573,1
1740,1033.793892,1
1741,460.137035,0
1742,796.727745,1
1743,1063.819509,1
1744,1020.337668,1
1745,1173.150928,1
1746,1036.620246,1
1747,950.815813,1
1748,765.919561,1
1749,802.417150,1
1750,113.201096,0
1751,942.257050,1
1752,293.656511,0
1753,912.767814,1
1754,1020.896664,1
1755,1013.566517,1
1756,43.319764,0
1757,1138.167139,1
1758,965.076670,1
1759,161.673750,0
1760,1097.821686,1
1761,773.466199,0
1762,574.677999,0
1763,111.647242,0
1764,39.616577,0
1765,394.377970,0
1766,910.655069,1
1767,678.736257,1
1768,34.884308,0
1769,1038.887225,1
1770,1042.317196,1
1771,98.320961,0
1772,896.758378,1
1773,38.195318,0
1774,1057.621342,1
1775,23.562043,0
1776,780.450187,1
1777,1489.601542,2
1778,1147.355021,1
1779,532.482394,0
1780,32.373237,0
1781,889.325400,1
1782,1002.786453,1
1783,940.742734,1
1784,25.451213,0
1785,471.329771,0
1786,1058.070485,1
1787,884.863476,1
1788,872.705375,1
1789,93.504760,0
1790,81.152488,0
1791,23.643041,0
1792,1378.831532,2
1793,238.266639,0
1794,775.671226,0
1795,19.993110,0
1796,465.276163,0
1797,991.461122,1
1798,82.827282,0
1799,943.084866,1
1800,906.533455,1
1801,43.802966,0
1802,469.654837,0
1803,128.039441,0
1804,1040.984586,1
1805,218.021196,0
1806,1114.704383,1
1807,47.107222,0
1808,199.060180,1
1809,1008.757472,1
1810,106.333948,0
1811,932.693759,1
1812,1150.152490,1
1813,1111.385812,1
1814,1148.080676,1
1815,645.974918,0
1816,8.885818,0
1817,21.796977,0
1818,66.674291,0
1819,13.005788,0
1820,912.405709,1
1821,284.187538,1
1822,484.594961,0
1823,471.721120,1
1824,859.951663,1
1825,1239.530736,1
1826,24.613220,0
1827,932.811854,1
1828,961.595467,1
1829,15.374346,0
1830,44.914576,0
1831,804.751256,1
1832,919.913369,1
1833,51.606579,0
1834,521.021453,0
1835,1063.661586,1
1836,622.629245,0
1837,1090.503360,1
1838,38.198122,0
1839,708.616474,1
1840,56.335218,0
1841,857.739344,1
1842,1071.693729,1
1843,865.111523,1
1844,904.173377,1
1845,922.651309,1
1846,1072.674152,1
1847,1336.272871,2
1848,81.712147,0
1849,12.352719,0
1850,147.777683,0
1851,886.060980,1
1852,978.245594,1
1853,970.812192,1
1854,806.424665,1
1855,104.438293,0
1856,946.381692,1
1857,35.425727,0
1858,133.367257,0
1859,663.453439,1
1860,900.585520,1
1861,39.151894,0
1862,9.537816,0
1863,818.817797,1
1864,1000.777672,1
1865,943.309913,1
1866,20.703971,0
1867,883.322611,1
1868,33.194230,0
1869,913.207878,1
1870,335.076182,0
1871,847.814517,1
1872,957.496817,1
1873,804.830839,1
1874,653.009259,0
1875,544.455054,0
1876,714.840635,1
1877,939.030618,1
1878,812.992656,1
1879,1025.620419,1
1880,199.701504,0
1881,263.858165,0
1882,36.725884,0
1883,961.878620,1
1884,998.809487,1
1885,35.389573,0
1886,975.192418,1
1887,1049.428871,1
1888,1170.636357,1
1889,376.451041,0
1890,1065.561046,1
1891,749.817145,1
1892,982.000761,1
1893,524.705894,0
1894,90.861838,0
1895,38.414861,0
1896,64.491021,0
1897,930.273393,1
1898,82.455727,0
1899,1094.054331,1
1900,39.842978,0
1901,892.248934,1
1902,961.767011,1
1903,562.042612,0
1904,1002.599846,1
1905,368.774271,0
1906,31.581236,0
1907,26.624901,0
1908,1278.535737,1
1909,619.548297,0
1910,711.784251,1
1911,517.081232,0
1912,912.890672,1
1913,59.382174,0
1914,47.312554,0
1915,484.861028,0
1916,869.917800,1
1917,984.805872,1
1918,794.279102,1
1919,762.624229,1
1920,847.775431,1
1921,1023.924175,1
1922,937.842731,1
1923,44.185548,0
1924,499.958487,0
1925,899.043727,1
1926,548.315555,0
1927,475.540445,0
1928,1234.857427,1
1929,119.404002,0
1930,1075.367118,1
1931,377.110370,0
1932,948.576895,1
1933,897.414910,1
1934,30.532231,0
1935,654.617376,1
1936,406.700347,0
1937,628.040388,1
1938,569.624141,1
1939,753.562545,0
1940,308.437298,0
1941,970.799840,1
1942,664.083669,0
1943,978.091387,1
1944,1034.720733,1
1945,906.757491,1
1946,768.509149,1
1947,1024.505037,1
1948,812.331163,1
1949,472.441474,0
1950,433.358467,0
1951,799.970380,1
1952,859.927029,1
1953,754.397189,1
1954,1127.224421,1
1955,11.175820,0
1956,753.547934,1
1957,563.252316,0
1958,1085.415469,1
1959,55.185282,0
1960,1046.479438,1
1961,207.077214,0
1962,193.617828,0
1963,704.230625,1
1964,68.706960,0
1965,863.479458,1
1966,922.738901,1
1967,957.729067,1
1968,1018.216110,1
1969,628.004822,0
1970,1047.033290,1
1971,495.585878,0
1972,12.442001,0
1973,21.894017,0
1974,42.628805,0
1975,140.776921,0
1976,804.249088,1
1977,1045.124087,1
1978,921.614358,1
1979,591.269235,1
1980,1043.208413,1
1981,42.925702,0
1982,517.875762,0
1983,1079.999548,1
1984,13.173428,0
1985,864.747609,1
1986,40.759555,0
1987,996.287056,1
1988,1109.597233,1
1989,540.444488,0
1990,1031.583400,1
1991,1050.549849,1
1992,63.902613,0
1993,1148.109335,1
1994,811.284929,1
1995,978.348821,1
1996,735.586781,1
1997,1360.549475,1
1998,310.517486,0
1999,1005.200730,1
2000,905.106946,1
2001,667.095836,1
2002,21.868750,0
2003,1058.165339,1
2004,854.299700,1
2005,567.981990,0
2006,187.278806,0
2007,51.718537,0
2008,1128.087395,1
2009,1057.673380,1
2010,300.640523,0
2011,1085.949035,1
2012,487.709864,0
2013,1081.781333,1
2014,911.984141,1
2015,926.708306,1
2016,1390.787293,1
2017,624.466371,0
2018,984.404672,1
2019,55.422469,0
2020,421.549946,0
2021,1300.888203,1
2022,75.281279,0
2023,9.226792,0
2024,427.197374,0
2025,1144.510046,1
2026,1285.174160,1
2027,1066.020727,1
2028,879.782456,1
2029,33.441876,0
2030,670.784568,0
2031,1170.102859,1
2032,821.254814,1
2033,761.342426,1
2034,1157.139759,1
2035,1003.093325,1
2036,889.217117,1
2037,929.573916,1
2038,18.373336,0
2039,981.296181,1
2040,943.334386,1
2041,937.383915,1
2042,124.419877,0
2043,466.392493,0
2044,886.067405,1
2045,1003.572238,1
2046,15.488524,0
2047,904.811659,1
2048,63.877625,0
2049,984.536154,1
2050,33.787969,0
2051,588.211505,1
2052,950.530351,1
2053,844.104233,1
2054,746.445989,1
2055,961.545648,1
2056,485.606533,0
2057,98.535082,0
2058,1253.337285,2
2059,9.495891,0
2060,1131.533239,1
2061,1044.896406,1
2062,588.440061,0
2063,1395.137080,2
2064,1178.660459,1
2065,1014.854617,1
2066,986.866782,1
2067,386.742647,0
2068,1103.814593,1
2069,985.571022,1
2070,601.043657,0
2071,1094.582196,1
2072,96.705258,0
2073,1018.706388,1
2074,1089.480458,1
2075,1058.749436,1
2076,41.566256,0
2077,1109.583581,1
2078,1197.169683,1
2079,824.374671,1
2080,81.184539,0
2081,683.157118,0
2082,1252.765778,1
2083,1183.929538,1
2084,939.082202,1
2085,1009.270640,1
2086,36.420954,0
2087,35.637190,0
2088,1218.976442,1
2089,146.256826,0
2090,987.214785,1
2091,582.122463,0
2092,297.553350,0
2093,70.024039,0
2094,1174.939939,1
2095,1019.766476,1
2096,993.679833,1
2097,1136.001887,1
2098,1194.380281,1
2099,462.557501,0
2100,1079.690073,1
2101,34.340625,0
2102,81.171414,0
2103,29.309367,0
2104,553.151686,0
2105,28.539240,0
2106,311.533723,0
2107,474.534818,0
2108,1035.156060,1
2109,47.630243,0
2110,459.864846,0
2111,1062.475193,1
2112,979.157195,1
2113,134.382539,0
2114,1019.377165,1
2115,725.691345,1
2116,370.919218,0
2117,1094.290911,1
2118,153.578580,0
2119,490.645301,0
2120,827.645095,1
2121,871.223818,1
2122,911.871636,1
2123,418.704508,0
2124,988.917075,1
2125,825.500175,1
2126,1137.110341,1
2127,660.612103,1
2128,574.756752,1
2129,427.692258,0
2130,41.844356,0
2131,1029.342706,1
2132,956.221566,1
2133,522.167681,0
2134,815.457924,1
2135,1239.255217,1
2136,795.318300,1
2137,1121.517443,1
2138,1028.732153,1
2139,48.819736,0
2140,23.310666,0
2141,472.082860,0
2142,1018.333005,1
2143,911.688358,1
2144,1005.622296,1
2145,680.997409,1
2146,788.400245,1
2147,456.058288,0
2148,855.177935,1
2149,970.456888,1
2150,933.319128,1
2151,1063.444407,1
2152,458.134883,0
2153,914.700365,1
2154,1158.211495,1
2155,1116.066452,1
2156,26.655305,0
2157,551.286204,0
2158,860.211285,1
2159,1076.960917,1
2160,955.052879,1
2161,711.171964,1
2162,34.853189,0
2163,907.696638,1
2164,1028.916275,1
2165,816.926979,1
2166,916.537970,1
2167,280.884170,1
2168,913.511812,1
2169,136.742558,0
2170,1028.100118,1
2171,1125.743222,1
2172,106.555341,0
2173,924.324696,1
2174,38.458133,0
2175,31.877942,0
2176,18.919386,0
2177,276.007307,0
2178,18.550641,0
2179,60.755521,0
2180,1075.590491,1
2181,108.147295,0
2182,115.637820,0
2183,1150.164544,1
2184,804.876770,1
2185,38.887260,0
2186,944.540606,1
2187,81.745623,0
2188,1194.751344,1
2189,1000.289143,1
2190,842.213239,1
2191,924.878832,1
2192,11.606187,0
2193,708.892877,1
2194,207.340161,0
2195,949.467153,1
2196,57.861454,0
2197,848.069464,1
2198,153.773472,0
2199,792.353347,1
2200,1217.398197,1
2201,649.585318,1
2202,1011.573811,1
2203,102.593371,0
2204,882.808881,1
2205,987.987516,1
2206,922.243056,1
2207,1047.002250,1
2208,606.137897,0
2209,1137.994590,1
2210,253.616034,0
2211,1084.745447,1
2212,655.811592,1
2213,637.459221,1
2214,109.653904,0
2215,136.039058,0
2216,740.548442,1
2217,27.713930,0
2218,1060.151202,1
2219,36.200036,0
2220,1091.313535,1
2221,950.547195,1
2222,1152.714111,1
2223,843.388237,1
2224,968.523571,1
2225,895.739001,1
2226,863.024731,1
2227,763.510919,1
2228,1078.526232,1
2229,16.849372,0
2230,1020.990813,1
2231,1191.842637,1
2232,770.789447,1
2233,571.303099,0
2234,71.117789,0
2235,37.138491,0
2236,1021.541112,1
2237,1060.292147,1
2238,142.537598,0
2239,844.610967,1
2240,1152.958871,1
2241,77.364688,0
2242,26.297784,0
2243,940.262345,1
2244,815.183777,1
2245,948.012222,1
2246,867.887498,1
2247,18.255941,0
2248,34.906082,0
2249,781.930399,1
2250,831.838390,1
2251,1014.715822,1
2252,505.233870,0
2253,904.053119,1
2254,36.327743,0
2255,533.054123,0
2256,864.599006,1
2257,992.058850,1
2258,132.716607,0
2259,813.335738,1
2260,867.048401,1
2261,920.303844,1
2262,894.017799,1
2263,723.289612,1
2264,938.916740,1
2265,1112.001841,1
2266,751.400974,1
2267,1011.947743,1
2268,124.758896,0
2269,1000.625217,1
2270,1101.700348,1
2271,1005.264963,1
2272,593.174239,0
2273,1035.479748,1
2274,803.101814,1
2275,1087.492249,1
2276,1029.327039,1
2277,1070.321060,1
2278,167.131840,0
2279,45.744791,0
2280,799.140708,1
2281,815.267439,1
2282,864.664136,1
2283,876.181096,1
2284,40.302344,0
2285,27.281861,0
2286,89.539090,0
2287,635.785507,0
2288,875.876016,1
2289,862.061419,1
2290,1381.421620,2
2291,1000.912318,1
2292,38.742838,0
2293,798.502230,1
2294,1247.721768,1
2295,1162.535360,1
2296,21.048270,0
2297,732.711111,1
2298,953.394386,1
2299,1151.302610,1
2300,16.437040,0
2301,38.941574,0
2302,73.734733,0
2303,279.511572,0
2304,45.910256,0
2305,416.115923,1
2306,284.132172,1
2307,556.146481,1
2308,906.399840,1
2309,89.160674,0
2310,824.041792,1
2311,647.803622,0
2312,988.462237,1
2313,128.411679,0
2314,554.994915,1
2315,107.866447,0
2316,637.554568,1
2317,957.619240,1
2318,35.081479,0
2319,777.516775,1
2320,1224.259276,1
2321,717.506936,1
2322,92.583928,0
2323,1033.367740,1
2324,746.969254,1
2325,765.327697,1
2326,972.043849,1
2327,1149.592806,1
2328,207.541878,0
2329,926.365830,1
2330,829.968825,1
2331,1482.883825,2
2332,152.602868,0
2333,819.553499,0
2334,206.822021,0
2335,860.125149,1
2336,184.987582,0
2337,1115.388744,1
2338,208.983959,0
2339,876.248029,1
2340,583.491335,0
2341,538.786556,0
2342,514.245897,1
2343,950.743769,1
2344,1209.267597,1
2345,1059.320906,1
2346,86.323621,0
2347,117.425957,0
2348,645.914653,1
2349,32.858199,0
2350,903.157874,1
2351,474.697181,0
2352,566.962003,0
2353,1054.063514,1
2354,904.432233,1
2355,496.979577,0
2356,1111.906810,1
2357,1058.065817,1
2358,906.598729,1
2359,1072.578477,1
2360,703.782255,1
2361,1135.248203,1
2362,884.698201,1
2363,654.218632,0
2364,40.600033,0
2365,736.016663,0
2366,783.747202,1
2367,942.593821,1
2368,558.242399,1
2369,147.046248,0
2370,189.981766,0
2371,622.419943,0
2372,931.990870,1
2373,786.072350,1
2374,1090.084552,1
2375,1082.710640,1
2376,940.300194,1
2377,1065.001925,1
2378,1099.780216,1
2379,884.667352,1
2380,1020.773723,1
2381,494.104412,0
2382,971.302713,1
2383,623.059639,1
2384,220.844502,0
2385,458.741426,0
2386,42.247204,0
2387,716.295937,1
2388,1134.044875,1
2389,1045.206131,1
2390,674.377733,1
2391,1069.362631,1
2392,25.601202,0
2393,853.260100,1
2394,448.818730,0
2395,1006.738105,1
2396,668.714550,1
2397,875.276005,1
2398,1100.500480,1
2399,120.136320,0
2400,684.569449,1
2401,970.324563,1
2402,830.480174,1
2403,63.564593,0
2404,152.262824,0
2405,25.922944,0
2406,165.709945,0
2407,960.979515,1
2408,64.153438,0
2409,1039.125649,1
2410,869.644360,1
2411,840.930959,1
2412,713.800530,0
2413,536.741764,0
2414,606.884772,0
2415,1160.050451,1
2416,159.205506,0
2417,20.408374,0
2418,425.530454,0
2419,958.324704,1
2420,682.497300,1
2421,58.631663,0
2422,982.592624,1
2423,929.403419,1
2424,1051.783231,1
2425,455.813129,0
2426,494.143083,0
2427,39.500358,0
2428,1031.891795,1
2429,471.382700,0
2430,1211.157990,1
2431,995.098351,1
2432,723.293114,1
2433,801.186339,1
2434,664.292773,0
2435,815.905776,1
2436,40.987556,0
2437,630.230547,0
2438,1125.453549,1
2439,618.861578,1
2440,1099.603364,1
2441,507.676266,1
2442,57.767128,0
2443,18.414903,0
2444,1041.625440,1
2445,634.207195,1
2446,909.617646,1
2447,576.281456,0
2448,178.950101,0
2449,74.446817,0
2450,908.340346,1
2451,668.064436,1
2452,939.270687,1
2453,639.681394,0
2454,300.645328,1
2455,796.186914,1
2456,1057.510836,1
2457,1076.870425,1
2458,939.281235,1
2459,36.174486,0
2460,901.694857,1
2461,548.063174,0
2462,906.870797,1
2463,59.602454,0
2464,897.733754,1
2465,699.186140,0
2466,15.141996,0
2467,628.349625,0
2468,1056.389724,1
2469,883.392338,1
2470,116.133109,0
2471,1018.891195,1
2472,1226.834276,1
2473,843.606952,1
2474,1006.838770,1
2475,923.541514,1
2476,893.101845,1
2477,580.212710,0
2478,168.503391,0
2479,869.306464,1
2480,715.571376,0
2481,762.480190,1
2482,1243.736287,1
2483,171.859045,0
2484,25.061185,0
2485,987.982197,1
2486,51.158383,0
2487,614.642889,1
2488,804.135788,1
2489,533.329678,0
2490,76.194729,0
2491,950.054272,1
2492,777.077105,1
2493,1244.501968,1
2494,25.899270,0
2495,507.209881,0
2496,1006.858750,1
2497,52.884702,0
2498,1075.305920,1
2499,789.555885,1
2500,896.310658,1
2501,1162.284502,1
2502,404.591573,0
2503,845.236359,1
2504,650.918656,0
2505,819.046503,1
2506,590.613700,0
2507,926.456961,1
2508,181.850462,0
2509,978.506480,1
2510,1161.824033,1
2511,1120.024129,1
2512,1558.625710,2
2513,972.802193,1
2514,906.183293,1
2515,817.798080,1
2516,757.737599,1
2517,786.318505,1
2518,944.981938,1
2519,28.219401,0
2520,770.059781,1
2521,817.421223,1
2522,837.339406,1
2523,37.385714,0
2524,1060.473939,1
2525,689.973461,1
2526,651.527155,1
2527,343.964590,0
2528,1266.350158,1
2529,35.177039,0
2530,448.695251,0
2531,1001.740108,1
2532,951.194048,1
2533,1116.965936,1
2534,643.194767,0
2535,853.197972,1
2536,851.847263,1
2537,969.214052,1
2538,771.662845,1
2539,1019.848284,1
2540,877.828191,1
2541,763.455714,1
2542,889.041494,1
2543,46.552825,0
2544,532.898525,0
2545,885.492093,1
2546,700.093337,1
2547,691.640945,1
2548,916.972210,1
2549,1251.657070,1
2550,96.716645,0
2551,1047.391863,1
2552,694.229021,1
2553,733.492199,1
2554,958.415139,1
2555,1298.495420,1
2556,985.615581,1
2557,12.911171,0
2558,927.041311,1
2559,776.068809,1
2560,683.305250,1
2561,993.199618,1
2562,70.251544,0
2563,800.739690,1
2564,50.618881,0
2565,39.701018,0
2566,753.513459,1
2567,619.484429,0
2568,512.907107,0
2569,729.454823,1
2570,124.302839,0
2571,1040.895930,1
2572,21.666909,0
2573,834.996316,1
2574,44.340132,0
2575,437.918814,0
2576,33.124856,0
2577,729.435938,1
2578,840.597372,1
2579,257.023962,1
2580,1025.565074,1
2581,1006.515460,1
2582,1194.506592,1
2583,928.015929,1
2584,283.757344,0
2585,748.328711,1
2586,1140.480156,1
2587,41.123971,0
2588,1007.402873,1
2589,948.914228,1
2590,908.694881,1
2591,1220.192479,1
2592,663.500882,1
2593,133.893559,0
2594,985.055787,1
2595,1016.217865,1
2596,1003.844542,1
2597,92.202676,0
2598,914.254784,1
2599,817.052265,1
2600,17.918690,0
2601,846.393957,1
2602,809.742254,1
2603,876.154544,1
2604,948.610708,1
2605,252.575674,0
2606,871.066871,1
2607,995.308176,1
2608,914.717918,1
2609,1057.978808,1
2610,921.350883,1
2611,880.011727,1
2612,27.225177,0
2613,792.829140,1
2614,169.625474,0
2615,1014.790086,1
2616,11.976640,0
2617,1004.420916,1
2618,88.529818,0
2619,978.620820,1
2620,991.965918,1
2621,1014.076794,1
2622,1144.506560,1
2623,768.343977,1
2624,1181.613309,1
2625,998.684769,1
2626,490.561587,0
2627,985.994107,1
2628,948.187569,1
2629,986.098468,1
2630,532.621337,0
2631,922.217462,1
2632,840.010953,1
2633,419.450451,0
2634,1421.906570,2
2635,809.557772,1
2636,64.028085,0
2637,1049.153292,1
2638,923.438806,1
2639,169.306603,0
2640,1036.445431,1
2641,800.039447,1
2642,484.528371,0
2643,823.444372,1
2644,577.549646,1
2645,644.231259,1
2646,817.936088,1
2647,748.837797,1
2648,70.730943,0
2649,74.155496,0
2650,1173.944703,1
2651,38.422235,0
2652,1099.690512,1
2653,55.491555,0
2654,844.730194,1
2655,824.754834,1
2656,22.404071,0
2657,1062.720391,1
2658,875.844426,1
2659,1214.158029,1
2660,970.288358,1
2661,1040.284194,1
2662,219.487918,0
2663,953.985975,1
2664,96.176646,0
2665,99.459365,0
2666,921.760902,1
2667,20.741436,0
2668,974.196710,1
2669,862.503964,1
2670,927.094065,1
2671,875.147952,1
2672,522.806729,0
2673,931.555815,1
2674,30.406596,0
2675,973.644327,1
2676,1038.377757,1
2677,167.237039,0
2678,791.200673,1
2679,462.840485,0
2680,141.665805,0
2681,920.933789,1
2682,1078.896407,1
2683,1029.177064,1
2684,1027.658392,1
2685,15.482204,0
2686,42.719599,0
2687,25.457333,0
2688,1025.892534,1
2689,241.312262,0
2690,1094.100482,1
2691,585.355486,1
2692,757.271443,0
2693,1291.966302,2
2694,1019.856325,1
2695,19.873784,0
2696,12.716169,0
2697,26.767152,0
2698,1167.713969,1
2699,17.203259,0
2700,1075.879208,1
2701,289.183750,0
2702,530.044774,0
2703,1175.469071,1
2704,874.837428,1
2705,674.945734,0
2706,789.089584,1
2707,276.925374,1
2708,1158.106177,1
2709,10.648178,0
2710,859.691939,1
2711,615.523126,1
2712,185.363058,0
2713,450.015723,0
2714,247.498465,0
2715,22.203793,0
2716,1081.349124,1
2717,873.905582,1
2718,1059.752849,1
2719,29.399305,0
2720,44.553130,0
2721,1085.732459,1
2722,1058.624343,1
2723,20.198808,0
2724,1154.593378,1
2725,1032.290596,1
2726,47.192004,0
2727,847.812782,1
2728,1076.589735,1
2729,81.112822,0
2730,69.461878,0
2731,919.740853,1
2732,940.652683,1
2733,1007.250396,1
2734,405.662416,0
2735,61.882875,0
2736,1014.985611,1
2737,1228.693101,1
2738,1141.552154,1
2739,764.756747,1
2740,20.597606,0
2741,702.018086,1
2742,987.176857,1
2743,24.237240,0
2744,132.287667,0
2745,517.518500,0
2746,1102.049869,1
2747,1061.064977,1
2748,29.935779,0
2749,893.185664,1
2750,168.622456,0
2751,623.926965,1
2752,13.044317,0
2753,30.789574,0
2754,25.138808,0
2755,937.585770,1
2756,438.823008,0
2757,904.104253,1
2758,974.888650,1
2759,47.841549,0
2760,1517.775181,1
2761,1181.127158,1
2762,1027.073869,1
2763,908.606430,1
2764,27.527837,0
2765,169.071524,0
2766,1226.237639,1
2767,786.450056,1
2768,606.409534,0
2769,478.231002,0
2770,67.271130,0
2771,1068.656944,1
2772,439.927294,0
2773,970.137480,1
2774,724.526306,1
2775,40.101701,0
2776,1160.187238,1
2777,897.410296,1
2778,1041.526795,1
2779,559.751332,0
2780,24.062546,0
2781,573.403047,0
2782,637.027097,0
2783,137.655944,0
2784,1097.817393,1
2785,975.006279,1
2786,21.179933,0
2787,1121.390743,1
2788,763.188455,1
2789,369.795119,0
2790,833.872061,1
2791,118.314150,0
2792,1389.985417,2
2793,62.734315,0
2794,1030.136805,1
2795,975.847471,1
2796,962.660666,1
2797,104.638630,0
2798,88.478489,0
2799,42.664940,0
2800,357.427364,1
2801,983.439990,1
2802,643.536898,0
2803,1038.677928,1
2804,1185.209387,1
2805,13.659642,0
2806,61.525334,0
2807,1188.897734,1
2808,1073.845511,1
2809,1180.154867,1
2810,1109.419119,1
2811,987.291921,1
2812,827.958149,1
2813,21.850373,0
2814,91.274504,0
2815,929.479540,1
2816,876.640112,1
2817,1068.980454,1
2818,1208.276565,1
2819,1120.042315,1
2820,1068.804672,1
2821,213.627997,0
2822,42.739510,0
2823,1395.494741,1
2824,275.846858,0
2825,151.859283,0
